year,city_token,name,population,area_sqmi,area_ha,m2_per_person
2000,Salt Lake City,"Salt Lake City, UT",887650.0,230.72,59756.205681672200,673.1955802587980
2010,Salt Lake City,"Salt Lake City--West Valley City, UT                                                                ",1021243.0,277.89,71973.1795981271,704.7605672511550
2020,Salt Lake City,"Salt Lake City, UT",1178533.0,300.42,77808.42281071410,660.2142053783320
1950,Nashville,Nashville,258887.0,53.7,13908.236152504300,537.2319256086370
1960,Nashville,Nashville,346729.0,129.3,33488.54626664450,965.8420918539980
1970,Nashville,Nashville,448444.0,343.5,88966.0915900416,1983.884087869200
1980,Nashville,Nashville,518325.0,413.0,106966.5089568770,2063.6957306106600
1990,Nashville,"Nashville, TN",573294.0,483.5,125225.92513474600,2184.3229675305400
2000,Nashville,"Nashville-Davidson, TN",749935.0,430.77,111568.91782894400,1487.7145063098000
2010,Nashville,"Nashville-Davidson, TN                                                                              ",969587.0,563.47,145938.0600531030,1505.1569385016800
2020,Nashville,"Nashville-Davidson, TN",1158642.0,584.95,151501.35451410400,1307.5769263854100
1950,Raleigh,Raleigh,68743.0,12.3,3185.6853757132800,463.4196028269470
1960,Raleigh,Raleigh,93931.0,33.5,8676.460169625600,923.7057169225920
1970,Raleigh,Raleigh,152289.0,70.5,18259.416177868800,1198.9977068513700
1980,Raleigh,Raleigh,206597.0,99.0,25640.8822923264,1241.1062257596400
1990,Raleigh,"Raleigh, NC",305925.0,176.0,45583.7907419136,1490.0315679304900
2000,Raleigh,"Raleigh, NC",541527.0,319.61,82778.60999444890,1528.6146396107500
2010,Raleigh,"Raleigh, NC                                                                                         ",884891.0,518.14,134197.64394895000,1516.5443421726500
2020,Raleigh,"Raleigh, NC",1106646.0,554.82,143697.72033766200,1298.4976255971800
1950,Richmond,Richmond,257995.0,48.4,12535.542454026200,485.88315486836000
1960,Richmond,Richmond,333438.0,88.5,22921.3947764736,687.4259915328670
1970,Richmond,Richmond,416563.0,144.6,37451.22807545860,899.0531582367750
1980,Richmond,Richmond,491627.0,251.0,65008.70156943360,1322.3175612696900
1990,Richmond,"Richmond, VA",589980.0,302.7,78398.94009987070,1328.840640358500
2000,Richmond,"Richmond, VA",818836.0,436.76,113120.32070703500,1381.4771298164100
2010,Richmond,"Richmond, VA                                                                                        ",953556.0,492.17,127471.44482640700,1336.8008258183800
2020,Richmond,"Richmond, VA",1059150.0,512.35,132698.04083306500,1252.8729720347900
1970,Memphis,Memphis,663976.0,195.5,50634.2675570688,762.5918339980480
1980,Memphis,Memphis,774551.0,296.0,76663.6480659456,989.7817970146010
1990,Memphis,"Memphis, TN--AR--MS",825193.0,341.0,88318.59456245760,1070.2780387431500
2000,Memphis,"Memphis, TN--MS--AR",972091.0,399.82,103552.90462745400,1065.2593700327800
2010,Memphis,"Memphis, TN--MS--AR                                                                                 ",1060061.0,497.31,128802.69871512000,1215.0498765176700
2020,Memphis,"Memphis, TN--MS--AR",1056190.0,491.27,127238.34589647700,1204.691825301100
1950,Oklahoma City,Oklahoma City,275091.0,67.0,17352.920339251200,630.8065454431880
1960,Oklahoma City,Oklahoma City,429188.0,385.2,99766.34201014270,2324.5370795582100
1990,Oklahoma City,"Oklahoma City, OK",784425.0,646.8,167520.4309765330,2135.582509182300
2000,Oklahoma City,"Oklahoma City, OK",747003.0,322.35,83488.26673668100,1117.6429912153100
2010,Oklahoma City,"Oklahoma City, OK                                                                                   ",861505.0,410.63,106352.68177472700,1234.4987176479200
2020,Oklahoma City,"Oklahoma City, OK",982276.0,421.73,109227.56857720000,1111.98449903286
1950,Hartford,Hartford,300788.0,52.9,13701.037103677400,455.5047775734880
1960,Hartford,Hartford,381619.0,131.2,33980.644007608300,890.4337574284380
1970,Hartford,Hartford,465001.0,130.5,33799.344839884800,726.8660678124310
1980,Hartford,Hartford,510034.0,208.0,53871.752694988800,1056.2384604749600
1990,Hartford,"Hartford--Middletown, CT",546198.0,241.3,62496.413102407700,1144.2080180155900
2000,Hartford,"Hartford, CT",851535.0,469.34,121558.50197051000,1427.5220862385000
2010,Hartford,"Hartford, CT                                                                                        ",924859.0,516.25,133708.13619609600,1445.7137379437900
2020,Hartford,"Hartford, CT",977158.0,535.93,138805.23279723700,1420.499374689020
2010,Louisville/Jefferson County,"Louisville/Jefferson County, KY--IN                                                                 ",972546.0,476.72,123469.91319593800,1269.5534524427400
2020,Louisville/Jefferson County,"Louisville/Jefferson County, KY--IN",974397.0,400.86,103822.26339092900,1065.5026995252300
1950,New Orleans,New Orleans,659768.0,222.1,57523.63593056260,871.8767192492300
1960,New Orleans,New Orleans,845237.0,266.5,69023.1831404544,816.6133657241040
1970,New Orleans,New Orleans,961728.0,184.0,47655.7812301824,495.5224474090640
1980,New Orleans,New Orleans,1078299.0,230.0,59569.726537728000,552.4416375952130
1990,New Orleans,"New Orleans, LA",1040226.0,270.1,69955.57886017540,672.5036565147900
2000,New Orleans,"New Orleans, LA",1009283.0,197.84,51240.32477488740,507.69035815412900
2010,New Orleans,"New Orleans, LA                                                                                     ",899703.0,251.39,65109.71110573670,723.6800489243310
2020,New Orleans,"New Orleans, LA",963212.0,270.27,69999.60865805110,726.7310691524930
1950,Buffalo,Buffalo,895663.0,122.7,31779.154113822700,354.811509617152
1960,Buffalo,Buffalo,1054370.0,160.2,41491.60952758270,393.5203915853330
1970,Buffalo,Buffalo,1086594.0,213.7,55348.04591788030,509.37190816331000
1980,Buffalo,Buffalo,1002285.0,266.0,68893.6837349376,687.3662055696490
1990,Buffalo,"Buffalo--Niagara Falls, NY",954332.0,285.5,73944.16055009280,774.8263764611560
2000,Buffalo,"Buffalo, NY",976703.0,366.69,94972.2740179108,972.3761882364530
2010,Buffalo,"Buffalo, NY                                                                                         ",935906.0,379.93,98401.41827599570,1051.4027934001500
2020,Buffalo,"Buffalo, NY",948864.0,340.5,88189.0951569408,929.417652655605
1950,Bridgeport,Bridgeport,237435.0,42.6,11033.349350031400,464.68925600822800
1960,Bridgeport,Bridgeport,366654.0,171.3,44366.496330055700,1210.037155739630
1970,Bridgeport,Bridgeport,413366.0,148.8,38539.023081799700,932.3220362051960
1980,Bridgeport,Bridgeport,410998.0,165.0,42734.803820544,1039.7813084380900
1990,Bridgeport,"Bridgeport--Milford, CT",413863.0,160.7,41621.108933099500,1005.673590852520
2000,Bridgeport,"Bridgeport--Stamford, CT--NY",888890.0,465.31,120514.73676204400,1355.7890938366300
2010,Bridgeport,"Bridgeport--Stamford, CT--NY                                                                        ",923311.0,466.21,120747.83569197500,1307.769924672990
2020,Bridgeport,"Bridgeport--Stamford, CT--NY",916408.0,397.29,102897.63763553900,1122.836527349600
1960,Tucson,Tucson,227433.0,86.4,22377.497273303000,983.9160224463050
1970,Tucson,Tucson,294184.0,104.7,27117.17551521790,921.7760148484600
1980,Tucson,Tucson,450059.0,173.0,44806.7943088128,995.5760091190890
1990,Tucson,"Tucson, AZ",579235.0,246.5,63843.2069197824,1102.1987089831000
2000,Tucson,"Tucson, AZ",720425.0,291.36,75461.8935827497,1047.4635608529600
2010,Tucson,"Tucson, AZ                                                                                          ",843168.0,353.46,91545.71974793630,1085.7352241538600
2020,Tucson,"Tucson, AZ",875441.0,357.35,92553.22512285700,1057.2183062348800
1950,El Paso,El Paso,136918.0,27.4,7096.567422320640,518.3078501234780
1960,El Paso,El Paso,277128.0,115.0,29784.863268864000,1074.7691777396700
1970,El Paso,El Paso,337471.0,119.4,30924.458037411800,916.3589771391270
1980,El Paso,El Paso,454159.0,168.0,43511.800253644800,958.0741602312140
1990,El Paso,"El Paso, TX--NM",571017.0,220.4,57083.33795180540,999.6784325476380
2000,El Paso,"El Paso, TX--NM",674801.0,219.12,56751.81947368240,841.0156397765040
2010,El Paso,"El Paso, TX--NM                                                                                     ",803086.0,250.57,64897.33208068920,808.0994075440130
2020,El Paso,"El Paso, TX--NM",854584.0,255.88,66272.61576727760,775.495630239714
1960,Honolulu,Honolulu,351336.0,99.8,25848.08134115330,735.708306041888
1970,Honolulu,Honolulu,442397.0,115.0,29784.863268864000,673.2609685161520
1980,Honolulu,Honolulu,582463.0,135.0,34964.839489536,600.2928853770280
1990,Honolulu,"Honolulu, HI",632603.0,138.7,35923.13509036030,567.8622309783600
2000,Honolulu,"Honolulu, HI",718182.0,154.12,39916.896756498400,555.8047508361170
2010,Honolulu,"Urban Honolulu, HI                                                                                  ",802459.0,170.17,44073.827673587700,549.2346359575720
2020,Honolulu,"Honolulu, HI",853252.0,144.97,37547.057635541000,440.0465236007770
1950,Omaha,Omaha,310291.0,66.5,17223.4209337344,555.0731711114540
1960,Omaha,Omaha,389881.0,89.0,23050.894181990400,591.2289694032390
1970,Omaha,Omaha,491776.0,151.2,39160.62022828030,796.310113309318
1980,Omaha,Omaha,512438.0,184.0,47655.7812301824,929.9814071201280
1990,Omaha,"Omaha, NE--IA",544292.0,193.0,49986.770529484800,918.3815034849820
2000,Omaha,"Omaha, NE--IA",626623.0,226.36,58626.9708655657,935.6019626723840
2010,Omaha,"Omaha, NE--IA                                                                                       ",725008.0,271.21,70243.06754042270,968.8592062490710
2020,Omaha,"Omaha, NE--IA",819508.0,270.81,70139.46801600920,855.8728897827630
1970,McAllen,McAllen,91141.0,32.7,8469.261120798720,929.2482111013400
1980,McAllen,McAllen,157423.0,63.0,16316.925095116800,1036.5019784349700
1990,McAllen,"McAllen--Edinburg--Mission, TX",263192.0,124.3,32193.552211476500,1223.1964577751800
2000,McAllen,"McAllen, TX",523144.0,313.83,81281.59686667470,1553.7136403490200
2010,McAllen,"McAllen, TX                                                                                         ",728825.0,357.99,92718.98436191850,1272.170745541360
2020,McAllen,"McAllen, TX",779553.0,326.22,84490.59213538100,1083.8338398464400
1990,Bradenton,"Sarasota--Bradenton, FL",444385.0,193.0,49986.770529484800,1124.8527859735300
2000,Bradenton,"Sarasota--Bradenton, FL",559229.0,270.44,70043.63845592680,1252.5036873253500
2010,Bradenton,"Sarasota--Bradenton, FL                                                                             ",643260.0,326.69,84612.32157656680,1315.3673720823100
2020,Bradenton,"Bradenton--Sarasota--Venice, FL",779075.0,404.28,104708.03932466400,1344.0046121960500
1950,Birmingham,Birmingham,445314.0,100.5,26029.380508876800,584.5174530528300
1960,Birmingham,Birmingham,521330.0,156.8,40611.013570068500,778.9886170001440
1970,Birmingham,Birmingham,558099.0,224.6,58171.13295814660,1042.3084964880200
1980,Birmingham,Birmingham,606085.0,341.0,88318.59456245760,1457.1981580546900
1990,Birmingham,"Birmingham, AL",622074.0,398.8,103288.7258402000,1660.3929088854300
2000,Birmingham,"Birmingham, AL",663615.0,392.1,101553.43380627500,1530.3064850293400
2010,Birmingham,"Birmingham, AL                                                                                      ",749495.0,529.9,137243.46996670500,1831.1459044650700
2020,Birmingham,"Birmingham, AL",774956.0,509.27,131900.32449508100,1702.0363026427500
1960,Albuquerque,Albuquerque,241216.0,76.0,19683.909638553600,816.0283579262410
1970,Albuquerque,Albuquerque,297451.0,114.4,29629.463982243800,996.1124347285380
1980,Albuquerque,Albuquerque,418015.0,171.0,44288.796686745600,1059.5025701648400
1990,Albuquerque,"Albuquerque, NM",497120.0,225.8,58481.93153138690,1176.4147797591500
2000,Albuquerque,"Albuquerque, NM",598191.0,223.95,58002.78373097470,969.6365162794950
2010,Albuquerque,"Albuquerque, NM                                                                                     ",741318.0,250.57,64897.33208068920,875.4317591194220
2020,Albuquerque,"Albuquerque, NM",769837.0,263.07,68134.81721860920,885.0551119082240
1950,Tulsa,Tulsa,206311.0,37.7,9764.255175966720,473.2784570850180
1960,Tulsa,Tulsa,298922.0,70.2,18181.716534558700,608.2428370798640
1970,Tulsa,Tulsa,371499.0,180.1,46645.68586715140,1255.6073062686900
1980,Tulsa,Tulsa,443350.0,269.0,69670.68016803840,1571.4600240901900
1990,Tulsa,"Tulsa, OK",474668.0,304.4,78839.23807862780,1660.9343389195800
2000,Tulsa,"Tulsa, OK",558329.0,261.4,67702.28920418300,1212.5877252333800
2010,Tulsa,"Tulsa, OK                                                                                           ",655479.0,335.91,87000.2906142966,1327.278076251060
2020,Tulsa,"Tulsa, OK",722810.0,338.32,87624.47774888760,1212.2753939332300
1950,Fresno,Fresno,130592.0,30.5,7899.463736524800,604.8964512776280
1960,Fresno,Fresno,213444.0,60.6,15695.32794863620,735.3370415020410
1970,Fresno,Fresno,262908.0,79.1,20486.80595275780,779.2385911709710
1980,Fresno,Fresno,331551.0,102.0,26417.878725427200,796.7968344365480
1990,Fresno,"Fresno, CA",453388.0,132.7,34369.14222415870,758.0514310956340
2000,Fresno,"Fresno, CA",554923.0,138.62,35902.415185477600,646.9801249088190
2010,Fresno,"Fresno, CA                                                                                          ",654628.0,171.28,44361.31635383500,677.6568731223690
2020,Fresno,"Fresno, CA",717589.0,159.11,41209.3008235561,574.2744220376300
1950,Rochester,Rochester,409149.0,64.6,16731.32319277060,408.92983223154800
1960,Rochester,Rochester,493402.0,113.3,29344.565290106900,594.7394880869330
1970,Rochester,Rochester,601361.0,145.7,37736.12676759550,627.5120396499860
1980,Rochester,Rochester,606070.0,201.0,52058.761017753600,858.9562429711680
1990,Rochester,"Rochester, NY",619653.0,220.0,56979.738427392,919.5426864292110
2000,Rochester,"Rochester, NY",694396.0,295.15,76443.49907656700,1100.8631829182100
2010,Rochester,"Rochester, NY                                                                                       ",720572.0,324.47,84037.3442160722,1166.2588085031400
2020,Rochester,"Rochester, NY",704327.0,291.83,75583.62302393550,1073.1325509874700
1950,Charleston,Charleston,130914.0,29.1,7536.865401077760,575.7111845240200
1960,Charleston,Charleston,169500.0,55.9,14478.03353677820,854.1612706063860
1970,Charleston,Charleston,228399.0,99.2,25692.68205453310,1124.9034389175600
1980,Charleston,Charleston,328572.0,210.0,54389.750317056,1655.3373481932700
1990,Charleston,"Charleston, SC",393956.0,250.9,64982.80168833030,1649.4938949611200
2000,Charleston,"Charleston--North Charleston, SC",423410.0,230.94,59813.18542009960,1412.654056826710
2010,Charleston,"Charleston--North Charleston, SC                                                                    ",548404.0,293.35,75977.30121670660,1385.4257302409600
2020,Charleston,"Charleston, SC",684773.0,339.06,87816.13686905240,1282.4123741597900
1950,Dayton,Dayton,346864.0,62.5,16187.4256896,466.67932358503600
1960,Dayton,Dayton,501664.0,124.5,32245.351973683200,642.7679078762520
1970,Dayton,Dayton,685942.0,224.2,58067.53343373310,846.5370750549330
1980,Dayton,Dayton,595059.0,248.0,64231.70513633280,1079.4174214041400
1990,Dayton,"Dayton, OH",613467.0,273.4,70810.27493658620,1154.26379799706
2000,Dayton,"Dayton, OH",703444.0,323.56,83801.65529803160,1191.305282268830
2010,Dayton,"Dayton, OH                                                                                          ",724091.0,351.44,91022.54214964840,1257.0594324421700
2020,Dayton,"Dayton, OH",674046.0,319.89,82851.1296615383,1229.1613578530000
2000,Mission Viejo,"Mission Viejo, CA",533015.0,136.89,35454.3472423895,665.1660317700160
2010,Mission Viejo,"Mission Viejo--Lake Forest--San Clemente, CA                                                        ",583681.0,150.53,38987.09102488780,667.9520324438830
2020,Mission Viejo,"Mission Viejo--Lake Forest--Laguna Niguel, CA",646843.0,163.63,42379.97544942800,655.1817898536120
1960,Colorado Springs,Colorado Springs,100220.0,29.3,7588.6651632844800,757.2006748437920
1970,Colorado Springs,Colorado Springs,204766.0,90.0,23309.892993024,1138.3673555680100
1980,Colorado Springs,Colorado Springs,276872.0,142.0,36777.831166771200,1328.3333513960000
1990,Colorado Springs,"Colorado Springs, CO",352989.0,176.6,45739.19002853380,1295.7681408920300
2000,Colorado Springs,"Colorado Springs, CO",466122.0,197.36,51116.0053455913,1096.6228872610900
2010,Colorado Springs,"Colorado Springs, CO                                                                                ",559409.0,187.84,48650.336664551400,869.6738283536990
2020,Colorado Springs,"Colorado Springs, CO",632494.0,200.36,51893.0017786921,820.4504987982830
1950,Baton Rouge,Baton Rouge,138864.0,41.3,10696.65089568770,770.2969016942970
1960,Baton Rouge,Baton Rouge,193485.0,56.8,14711.132466708500,760.3241836167390
1970,Baton Rouge,Baton Rouge,249463.0,84.6,21911.29941344260,878.3386479535070
1980,Baton Rouge,Baton Rouge,350657.0,167.0,43252.801442611200,1233.478910804900
1990,Baton Rouge,"Baton Rouge, LA",365943.0,185.5,48044.279446732800,1312.8896972133000
2000,Baton Rouge,"Baton Rouge, LA",479019.0,280.65,72688.01631657980,1517.4349309021100
2010,Baton Rouge,"Baton Rouge, LA                                                                                     ",594309.0,366.79,94998.17389901420,1598.4643325107700
2020,Baton Rouge,"Baton Rouge, LA",631326.0,396.34,102651.58876505700,1625.9680223063400
1950,Allentown,Allentown-Bethlehem,225962.0,49.3,12768.641383956500,565.0791453410960
1960,Allentown,Allentown-Bethlehem,256016.0,60.1,15565.828543119400,608.0021773295170
1970,Allentown,Allentown,363517.0,98.5,25511.382886809600,701.7933930685390
1980,Allentown,Allentown,381734.0,127.0,32892.849001267200,861.6693561817180
1990,Allentown,"Allentown--Bethlehem--Easton, PA--NJ",410436.0,142.1,36803.731047874600,896.6984145609680
2000,Allentown,"Allentown--Bethlehem, PA--NJ",576408.0,289.5,74980.1557942272,1300.8174035444900
2010,Allentown,"Allentown, PA--NJ                                                                                   ",664651.0,346.29,89688.69827282540,1349.4104164866300
2020,Allentown,"Allentown--Bethlehem, PA--NJ",621703.0,261.55,67741.13902583810,1089.6061145890900
1960,Ogden,Ogden,121927.0,66.7,17275.220695941100,1416.8494833745700
1970,Ogden,Ogden,149727.0,61.0,15798.927473049600,1055.1822632557700
1980,Ogden,Ogden,205744.0,130.0,33669.845434368000,1636.4922152951200
1990,Ogden,"Ogden, UT",259147.0,152.9,39600.918207037400,1528.1256663992800
2000,Ogden,"Ogden--Layton, UT",417933.0,180.05,46632.735926599700,1115.794539474020
2010,Ogden,"Ogden--Layton, UT                                                                                   ",546026.0,217.55,56345.191340359700,1031.9140725965400
2020,Ogden,"Ogden--Layton, UT",608857.0,212.6,55063.14722574340,904.3691248641860
1950,Grand Rapids,Grand Rapids,226817.0,46.7,12095.24447526910,533.2600499640290
1960,Grand Rapids,Grand Rapids,294230.0,91.2,23620.691566264300,802.7968448582510
1970,Grand Rapids,Grand Rapids,352703.0,146.2,37865.62617311230,1073.583898438980
1980,Grand Rapids,Grand Rapids,374744.0,163.0,42216.80619847680,1126.5505571397200
1990,Grand Rapids,"Grand Rapids, MI",436336.0,223.2,57808.534622699500,1324.8628264158700
2000,Grand Rapids,"Grand Rapids, MI",539080.0,257.35,66653.34401949700,1236.427691984440
2010,Grand Rapids,"Grand Rapids, MI                                                                                    ",569935.0,280.57,72667.29641169720,1275.0102452331800
2020,Grand Rapids,"Grand Rapids, MI",605666.0,274.36,71058.91379517850,1173.2359715615300
1990,Cape Coral,"Fort Myers--Cape Coral, FL",220552.0,124.2,32167.652330373100,1458.5064896429500
2000,Cape Coral,"Cape Coral, FL",329757.0,191.82,49681.15193246520,1506.5988571119100
2010,Cape Coral,"Cape Coral, FL                                                                                      ",530290.0,330.31,85549.89727250840,1613.2662745386200
2020,Cape Coral,"Cape Coral, FL",599242.0,331.8,85935.8055009485,1434.0751399426000
1950,Knoxville,Knoxville,148166.0,35.6,9220.35767279616,622.299155865459
1960,Knoxville,Knoxville,172734.0,59.7,15462.229018705900,895.1468164174930
1970,Knoxville,Knoxville,190502.0,86.1,22299.79762999300,1170.5807618814000
1980,Knoxville,Knoxville,284708.0,197.0,51022.765773619200,1792.1086085961500
1990,Knoxville,"Knoxville, TN",304466.0,218.8,56668.939854151700,1861.2567529429100
2000,Knoxville,"Knoxville, TN",419830.0,339.48,87924.91636968650,2094.2980818351800
2010,Knoxville,"Knoxville, TN                                                                                       ",558696.0,438.15,113480.32905437200,2031.1641582250800
2020,Knoxville,"Knoxville, TN",597257.0,431.91,111864.1764735220,1872.965515239210
1960,Albany,Albany,455447.0,106.4,27557.473493975000,605.064332270825
1970,Albany,Albany,486525.0,150.5,38979.3210605568,801.1781729727520
1980,Albany,Albany,490716.0,198.0,51281.7645846528,1045.0395867396400
1990,Albany,"Albany--Schenectady--Troy, NY",509106.0,208.7,54053.051862712300,1061.7249033150700
2000,Albany,"Albany, NY",558947.0,284.25,73620.41203630080,1317.1268838780900
2010,Albany,"Albany--Schenectady, NY                                                                             ",594962.0,295.73,76593.71838696660,1287.371603345530
2020,Albany,"Albany--Schenectady, NY",593142.0,271.3,70266.37743341570,1184.6468035211800
1950,Columbia,Columbia,120808.0,28.7,7433.265876664320,615.2958311257800
1960,Columbia,Columbia,162601.0,52.3,13545.63781705730,833.059933029765
1970,Columbia,Columbia,241781.0,103.3,26754.57717977090,1106.5624337632400
1980,Columbia,Columbia,311561.0,172.0,44547.7954977792,1429.8257964822000
1990,Columbia,"Columbia, SC",328349.0,198.9,51514.86351458310,1568.9057531645600
2000,Columbia,"Columbia, SC",420537.0,268.93,69652.55025126610,1656.2763859367000
2010,Columbia,"Columbia, SC                                                                                        ",549777.0,380.02,98424.72816898870,1790.266383806320
2020,Columbia,"Columbia, SC",590407.0,367.5,95182.06305484800,1612.1432004506700
1960,Provo,Provo,60795.0,42.4,10981.54958782460,1806.324465469960
1970,Provo,Provo,104110.0,65.0,16834.922717184000,1617.0322463917000
1980,Provo,Provo,169699.0,78.0,20201.907260620800,1190.4552920536200
1990,Provo,"Provo--Orem, UT",220556.0,99.6,25796.28157894660,1169.6023494689100
2000,Provo,"Provo--Orem, UT",303680.0,85.0,22014.898937856,724.9373991654370
2010,Provo,"Provo--Orem, UT                                                                                     ",482819.0,168.97,43763.0291003474,906.4065229485050
2020,Provo,"Provo--Orem, UT",588609.0,161.11,41727.2984456233,708.9137007015410
1960,Bakersfield,Bakersfield,141763.0,38.3,9919.65446258688,699.7350833847250
1970,Bakersfield,Bakersfield,176155.0,57.2,14814.731991121900,841.0054776260640
1980,Bakersfield,Bakersfield,222236.0,68.0,17611.9191502848,792.4872275547080
1990,Bakersfield,"Bakersfield, CA",302605.0,98.3,25459.583124602900,841.3470737298750
2000,Bakersfield,"Bakersfield, CA",396125.0,110.33,28575.33882133710,721.3717594531300
2010,Bakersfield,"Bakersfield, CA                                                                                     ",523994.0,138.44,35855.79539949160,684.2787398231960
2020,Bakersfield,"Bakersfield, CA",570235.0,132.12,34218.922913759200,600.0845776523580
1950,New Haven,New Haven,244836.0,46.8,12121.14435637250,495.071981096427
1960,New Haven,New Haven,278794.0,83.8,21704.100364615700,778.4995503710870
1970,New Haven,New Haven,348341.0,107.3,27790.57242390530,797.7979170957560
1980,New Haven,New Haven,368061.0,155.0,40144.815710208,1090.7109340627800
1990,New Haven,"New Haven--Meriden, CT",451486.0,187.7,48614.07683100670,1076.7571271535900
2000,New Haven,"New Haven, CT",531314.0,285.31,73894.95077599640,1390.7962292730200
2010,New Haven,"New Haven, CT                                                                                       ",562839.0,306.11,79282.1260454953,1408.6110956329500
2020,New Haven,"New Haven, CT",561456.0,298.01,77184.23567612310,1374.71566206654
1950,Des Moines,Des Moines,199934.0,67.6,17508.31962587140,875.7049639316660
1960,Des Moines,Des Moines,241115.0,97.0,25122.8846702592,1041.9461530912300
1970,Des Moines,Des Moines,255824.0,109.1,28256.77028376580,1104.5394600884100
1980,Des Moines,Des Moines,267192.0,122.0,31597.854946099200,1182.5898584575600
1990,Des Moines,"Des Moines, IA",293666.0,159.7,41362.11012206590,1408.4745977425300
2000,Des Moines,"Des Moines, IA",370505.0,140.32,36342.71316423480,980.8966994840760
2010,Des Moines,"Des Moines, IA                                                                                      ",450070.0,200.59,51952.571505229800,1154.3220278007800
2020,Des Moines,"Des Moines, IA",542486.0,224.74,58207.39279169130,1072.975022243730
1950,Akron,Akron,366765.0,98.3,25459.583124602900,694.1661043066510
1960,Akron,Akron,458253.0,141.3,36596.531999047700,798.6097635814210
1970,Akron,Akron,542775.0,203.5,52706.25804533760,971.051688919674
1980,Akron,Akron,515720.0,216.0,55943.743183257600,1084.7697041661700
1990,Akron,"Akron, OH",527863.0,257.1,66588.59431673860,1261.4749341541
2000,Akron,"Akron, OH",570215.0,307.81,79722.42402425240,1398.111660062480
2010,Akron,"Akron, OH                                                                                           ",569499.0,325.38,84273.03313411280,1479.7749097735500
2020,Akron,"Akron, OH",541879.0,300.64,77865.40254914150,1436.9518388633200
1980,Concord,Concord,71994.0,57.0,14762.9322289152,2050.578135527290
2000,Concord,"Concord, CA",552624.0,176.46,45702.930194989100,827.0167454723120
2010,Concord,"Concord, CA                                                                                         ",615968.0,203.75,52771.007748096,856.7167084669330
2020,Concord,"Concord--Walnut Creek, CA",538583.0,175.76,45521.63102726550,845.2110636107260
2000,Temecula,"Temecula--Murrieta, CA",229810.0,95.59,24757.69634670180,1077.311533297150
2010,Temecula,"Murrieta--Temecula--Menifee, CA                                                                     ",441546.0,161.72,41885.287720353800,948.6053031927320
2020,Temecula,"Temecula--Murrieta--Menifee, CA",528991.0,150.47,38971.5510962258,736.7148230541880
1990,Palm Bay,"Melbourne--Palm Bay, FL",305978.0,233.2,60398.52273303550,1973.9498504152400
2000,Palm Bay,"Palm Bay--Melbourne, FL",393289.0,219.74,56912.39873652330,1447.08849564883
2010,Palm Bay,"Palm Bay--Melbourne, FL                                                                             ",452791.0,231.98,60082.54418357450,1326.937686119520
2020,Palm Bay,"Palm Bay--Melbourne, FL",510675.0,250.55,64892.152104468500,1270.7133128598100
2000,McKinney,"McKinney, TX",54525.0,27.13,7026.637743341570,1288.7001821809400
2010,McKinney,"McKinney, TX                                                                                        ",170030.0,74.1,19191.81189758980,1128.7309238128400
2020,McKinney,"McKinney--Frisco, TX",504803.0,151.64,39274.579705135100,778.0179536400360
1950,Wichita,Wichita,194047.0,37.5,9712.45541376,500.5207714502160
1960,Wichita,Wichita,292138.0,79.7,20642.205239377900,706.5909001697120
1970,Wichita,Wichita,302334.0,105.1,27220.77503963140,900.3544106726790
1980,Wichita,Wichita,305752.0,125.0,32374.8513792,1058.8598399748800
1990,Wichita,"Wichita, KS",338789.0,144.5,37425.32819435520,1104.6795555450500
2000,Wichita,"Wichita, KS",422301.0,179.51,46492.876568641500,1100.9416640889200
2010,Wichita,"Wichita, KS                                                                                         ",472870.0,214.74,55617.40468135530,1176.1669101731000
2020,Wichita,"Wichita, KS",500231.0,226.84,58751.29029486180,1174.483194661300
1950,Toledo,Toledo,364344.0,69.8,18078.11701014530,496.1826463492000
1960,Toledo,Toledo,438283.0,134.9,34938.93960843260,797.1776137434640
1970,Toledo,Toledo,487770.0,165.5,42864.3032260608,878.7810489792490
1980,Toledo,Toledo,485440.0,176.0,45583.7907419136,939.0200795549110
1990,Toledo,"Toledo, OH--MI",489155.0,193.4,50090.370053898200,1024.0183592909900
2000,Toledo,"Toledo, OH--MI",503008.0,202.33,52403.22943642830,1041.7971371514600
2010,Toledo,"Toledo, OH--MI                                                                                      ",507643.0,240.44,62273.67412491880,1226.7218128668900
2020,Toledo,"Toledo, OH--MI",497952.0,240.71,62343.603803897900,1252.0002691805200
1950,Harrisburg,Harrisburg,169646.0,29.3,7588.6651632844800,447.3235539467170
1960,Harrisburg,Harrisburg,209501.0,48.2,12483.742691819500,595.8798617581550
1970,Harrisburg,Harrisburg,240751.0,78.4,20305.506785034200,843.4235697892940
1980,Harrisburg,Harrisburg,278296.0,137.0,35482.8371116032,1275.0034895076900
1990,Harrisburg,"Harrisburg, PA",292904.0,149.8,38798.02189283330,1324.5985678868600
2000,Harrisburg,"Harrisburg, PA",362782.0,208.39,53972.762231291900,1487.7464215780200
2010,Harrisburg,"Harrisburg, PA                                                                                      ",444474.0,259.68,67256.81124920530,1513.1776267949400
2020,Harrisburg,"Harrisburg, PA",490859.0,250.25,64814.452461158400,1320.4291346630800
1950,Worcester,Worcester,219330.0,43.6,11292.348161065000,514.8565249197540
1960,Worcester,Worcester,225446.0,61.3,15876.627116359700,704.2319276615990
