Table 1,,,,,,
UACE,NAME,POP,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI
70669,"Pontiac, IL","11,078","10,868,512",4.20,"40,803",0.02
70750,"Poolesville, MD","5,685","7,460,750",2.88,"42,621",0.02
70804,"Poplar Bluff, MO","20,449","39,997,888",15.44,"167,841",0.06
70831,"Portage, PA","5,661","9,301,059",3.59,0.00,0.00
70858,"Portage, WI","10,555","13,548,551",5.23,"446,283",0.17
70912,"Portales, NM","12,202","13,601,128",5.25,"1,691",0.00
70939,"Port Angeles, WA","24,445","43,199,325",16.68,"72,182",0.03
70993,"Port Arthur, TX","116,819","172,141,854",66.46,"7,867,704",3.04
71060,"Port Charlotte--North Port, FL","199,998","348,853,451",134.69,"20,369,648",7.86
71074,"Porterville, CA","69,862","42,345,271",16.35,"128,843",0.05
71128,"Port Hadlock-Irondale, WA","5,372","15,343,670",5.92,"81,931",0.03
71155,"Port Huron, MI","82,226","136,004,819",52.51,"1,531,373",0.59
71182,"Port Isabel--South Padre Island--Laguna Vista, TX","12,413","18,973,479",7.33,"946,849",0.37
71209,"Port Jervis, NY--PA","16,187","19,649,260",7.59,"623,366",0.24
71236,"Portland, IN","6,364","10,762,820",4.16,"22,660",0.01
71263,"Portland, ME","205,356","320,839,656",123.88,"16,779,878",6.48
71290,"Portland, MI","5,263","10,846,380",4.19,"427,064",0.16
71317,"Portland, OR--WA","2,104,238","1,344,980,476",519.30,"27,747,156",10.71
71344,"Portland, TN--KY","12,285","28,151,130",10.87,"38,238",0.01
71371,"Port Lavaca, TX","12,055","27,154,857",10.48,"121,453",0.05
71479,"Port St. Lucie, FL","437,745","580,755,409",224.23,"113,599,199",43.86
71506,"Portsmouth, NH--ME","95,090","296,156,400",114.35,"17,722,378",6.84
71533,"Portsmouth, OH--KY","35,346","55,134,167",21.29,"1,791,632",0.69
71560,"Port Townsend, WA","10,042","15,216,009",5.87,"437,958",0.17
71629,"Potala Pastillo, PR","5,671","4,126,254",1.59,"20,210",0.01
71641,"Poteau, OK","7,826","16,582,901",6.40,"22,414",0.01
71722,"Potsdam, NY","8,237","7,532,179",2.91,"298,647",0.12
71776,"Pottsville, PA","29,600","33,652,714",12.99,0.00,0.00
71803,"Poughkeepsie--Newburgh, NY","314,766","543,694,476",209.92,"8,708,997",3.36
71830,"Powell, WY","6,485","6,849,811",2.64,0.00,0.00
71857,"Prairie du Chien, WI--IA","6,119","14,434,897",5.57,"303,373",0.12
71884,"Prairie du Sac--Sauk City, WI","7,846","7,454,488",2.88,323,0.00
71911,"Prairie Grove, AR","5,496","6,241,057",2.41,"22,103",0.01
71965,"Pratt, KS","6,589","9,493,556",3.67,0.00,0.00
72112,"Prescott--Prescott Valley, AZ","92,427","126,274,121",48.75,70,0.00
72122,"Prescott Valley East, AZ","7,229","9,457,680",3.65,0.00,0.00
72154,"Presque Isle, ME","5,361","13,832,878",5.34,"156,831",0.06
72208,"Prestonsburg, KY","6,271","16,715,959",6.45,"1,067,343",0.41
72235,"Price, UT","13,346","26,075,486",10.07,0.00,0.00
72262,"Princess Anne, MD","6,406","7,780,748",3.00,"44,434",0.02
72289,"Princeton, IL","7,979","16,056,337",6.20,0.00,0.00
72316,"Princeton, IN","8,343","11,002,167",4.25,"14,066",0.01
72343,"Princeton, KY","6,058","15,810,502",6.10,"35,314",0.01
72370,"Princeton, MN","4,956","10,744,248",4.15,"198,994",0.08
72397,"Princeton, TX","18,184","21,331,024",8.24,"156,654",0.06
72410,"Princeville, HI","2,544","7,542,253",2.91,"219,610",0.08
72424,"Prineville, OR","12,407","21,207,569",8.19,0.00,0.00
72451,"Prosser, WA","6,589","12,153,573",4.69,"419,304",0.16
72505,"Providence, RI--MA","1,285,806","1,409,591,947",544.25,"86,270,593",33.31
72532,"Provincetown, MA","5,698","31,973,241",12.34,"324,971",0.13
72559,"Provo--Orem, UT","588,609","417,268,530",161.11,"758,864",0.29
72586,"Pryor Creek, OK","9,436","18,682,896",7.21,"67,873",0.03
72613,"Pueblo, CO","120,642","141,680,092",54.70,"1,902,600",0.73
72620,"Pueblo West, CO","25,413","57,144,582",22.06,"36,776",0.01
72640,"Pukalani--Haiku-Pauwela--Makawao, HI","23,305","41,320,425",15.95,"108,128",0.04
72667,"Pulaski, TN","8,158","13,076,286",5.05,0.00,0.00
72694,"Pulaski, VA","16,588","39,909,690",15.41,"176,687",0.07
72748,"Pullman, WA","32,691","21,061,238",8.13,0.00,0.00
72775,"Punxsutawney, PA","6,199","9,882,435",3.82,"127,234",0.05
72803,"Pupukea, HI","15,509","20,217,356",7.81,"96,763",0.04
72829,"Purcell, OK","7,327","12,414,312",4.79,"28,171",0.01
72856,"Purcellville, VA","16,475","19,465,922",7.52,"70,834",0.03
72868,"Putnam--Killingly, CT","34,582","80,328,871",31.02,"1,791,135",0.69
72937,"Quartzsite, AZ","2,280","8,473,647",3.27,0.00,0.00
73018,"Quincy, FL","8,541","15,939,641",6.15,0.00,0.00
73045,"Quincy, IL","43,427","58,852,783",22.72,"133,107",0.05
73072,"Quincy, WA","7,846","13,560,316",5.24,0.00,0.00
73153,"Racine, WI","134,877","135,346,466",52.26,"1,379,581",0.53
73207,"Radford, VA","19,521","28,631,229",11.05,"460,092",0.18
73251,"Rainbow Springs, FL","4,667","14,797,799",5.71,"69,853",0.03
73261,"Raleigh, NC","1,106,646","1,436,973,664",554.82,"13,870,659",5.36
73288,"Ramona, CA","14,837","17,847,252",6.89,0.00,0.00
73315,"Rancho Calaveras, CA","8,164","18,677,334",7.21,"8,976",0.00
73353,"Ranson--Charles Town, WV","21,569","29,499,151",11.39,"89,975",0.03
73369,"Rantoul, IL","13,654","23,306,939",9.00,"269,802",0.10
73396,"Rapid City, SD","85,679","130,350,277",50.33,"159,937",0.06
73423,"Rathdrum, ID","9,241","10,481,784",4.05,0.00,0.00
73450,"Raton, NM","5,629","12,159,757",4.69,0.00,0.00
73477,"Ravena--Bethlehem, NY","9,346","30,498,326",11.78,"33,976",0.01
73531,"Rawlins, WY","7,700","12,424,281",4.80,0.00,0.00
73558,"Raymond, NH","5,266","15,724,171",6.07,"508,800",0.20
73612,"Raymondville, TX","12,986","14,592,800",5.63,"151,218",0.06
73639,"Rayne, LA","8,493","12,315,531",4.76,0.00,0.00
73693,"Reading, PA","276,278","248,950,275",96.12,"2,113,848",0.82
73720,"Red Bluff, CA","19,826","25,898,280",10.00,"283,729",0.11
73774,"Redding, CA","120,602","173,683,290",67.06,"3,182,367",1.23
73882,"Redmond, OR","33,293","37,083,874",14.32,"1,879",0.00
73909,"Red Oak, IA","5,516","7,450,940",2.88,0.00,0.00
73963,"Red Wing, MN","14,857","21,274,254",8.21,"128,505",0.05
73990,"Redwood Falls, MN","4,608","8,520,508",3.29,"13,019",0.01
74044,"Reedley--Dinuba, CA","49,614","25,055,205",9.67,"29,051",0.01
74071,"Reedsburg, WI","10,067","14,789,410",5.71,"72,466",0.03
74098,"Reedsport, OR","4,503","5,444,761",2.10,"5,291",0.00
74152,"Reidsville, NC","14,653","33,254,305",12.84,"104,345",0.04
74179,"Reno, NV--CA","446,529","428,465,811",165.43,"2,854,935",1.10
74206,"Rensselaer, IN","5,509","8,373,941",3.23,"12,773",0.00
74233,"Republic, MO","18,446","19,381,581",7.48,0.00,0.00
74260,"Rexburg, ID","41,330","24,295,731",9.38,"194,766",0.08
74341,"Rhinelander, WI","9,738","25,790,121",9.96,"3,140,525",1.21
74368,"Rice Lake, WI","10,156","21,527,061",8.31,0.00,0.00
74395,"Richfield, UT","8,393","12,281,703",4.74,0.00,0.00
74557,"Richland Center, WI","4,924","7,320,556",2.83,"218,772",0.08
74584,"Richlands, VA","8,746","21,463,060",8.29,"273,397",0.11
74638,"Richmond, IN--OH","43,130","64,574,102",24.93,"472,957",0.18
74665,"Richmond, KY","42,999","61,235,224",23.64,"310,527",0.12
74692,"Richmond, MI","6,034","7,657,553",2.96,"90,906",0.04
74719,"Richmond, MO","5,857","11,397,452",4.40,"32,998",0.01
74746,"Richmond, VA","1,059,150","1,326,968,174",512.35,"27,170,510",10.49
74827,"Ridgecrest, CA","29,307","37,046,348",14.30,"1,077",0.00
74837,"Ridgefield, CT","25,683","74,591,328",28.80,"1,304,823",0.50
74840,"Ridgefield, WA","10,356","16,694,471",6.45,"27,675",0.01
74908,"Ridgway, PA","4,259","6,495,687",2.51,"98,944",0.04
74935,"Rifle, CO","11,469","10,356,978",4.00,0.00,0.00
74962,"Rigby, ID","10,283","19,727,352",7.62,"57,802",0.02
74989,"Rincon, GA","14,113","22,781,307",8.80,"14,197",0.01
75072,"Rio Grande City--Roma, TX","47,070","50,484,921",19.49,"356,185",0.14
75092,"Rio Verde, AZ","2,765","7,922,293",3.06,"14,833",0.01
75097,"Rio Vista, CA","9,942","9,346,684",3.61,"67,292",0.03
75151,"Ripley, TN","6,922","19,321,604",7.46,"22,153",0.01
75198,"Ripon, CA","15,829","10,906,620",4.21,"5,479",0.00
75205,"Ripon, WI","8,059","11,112,566",4.29,"132,997",0.05
75232,"Rising Sun, MD","5,788","13,414,016",5.18,"154,880",0.06
75286,"River Falls, WI","16,344","16,383,858",6.33,"203,328",0.08
75313,"Riverhead--Southold, NY","51,120","136,742,191",52.80,"6,069,855",2.34
75340,"Riverside--San Bernardino, CA","2,276,703","1,576,174,299",608.56,"6,671,665",2.58
75367,"Riverton, WY","11,234","17,852,509",6.89,"20,785",0.01
75421,"Roanoke, VA","217,312","325,042,587",125.50,"2,047,241",0.79
75448,"Roanoke Rapids, NC","23,400","40,956,545",15.81,"87,583",0.03
75475,"Roaring Spring, PA","6,239","14,524,581",5.61,0.00,0.00
75502,"Robertsdale, AL","7,429","15,229,695",5.88,"14,294",0.01
75529,"Robinson, IL","6,134","11,667,402",4.50,"29,100",0.01
75556,"Robstown, TX","10,775","9,491,863",3.66,0.00,0.00
75583,"Rochelle, IL","11,013","24,779,625",9.57,"49,946",0.02
75610,"Rochester, IN","7,333","13,175,227",5.09,"2,891,414",1.12
75637,"Rochester, MN","121,587","133,621,364",51.59,"657,765",0.25
75664,"Rochester, NY","704,327","755,834,267",291.83,"15,847,083",6.12
75679,"Rockaway Beach, OR","1,761","5,320,996",2.05,"23,095",0.01
75691,"Rockdale, TX","5,464","8,550,770",3.30,0.00,0.00
75718,"Rockford, IL","276,443","346,575,428",133.81,"5,432,789",2.10
75745,"Rock Hill, SC","218,443","375,936,502",145.15,"6,953,518",2.68
75772,"Rockingham, NC","23,833","59,902,877",23.13,"126,876",0.05
75799,"Rockland, ME","9,868","34,253,504",13.23,"304,429",0.12
75826,"Rockmart, GA","7,743","21,061,016",8.13,"317,922",0.12
75853,"Rockport, TX","16,217","49,427,181",19.08,"1,561,027",0.60
75880,"Rock Springs, WY","25,853","35,364,968",13.65,0.00,0.00
75988,"Rocky Mount, NC","63,297","116,432,128",44.95,"200,938",0.08
76015,"Rocky Mount, VA","5,411","17,498,784",6.76,"29,033",0.01
76069,"Rogersville, TN","6,154","15,832,923",6.11,0.00,0.00
76123,"Rolla, MO","20,610","29,966,746",11.57,"43,306",0.02
76204,"Rome, GA","60,403","116,271,186",44.89,"2,587,480",1.00
76231,"Rome, NY","29,222","44,872,844",17.33,"63,129",0.02
76258,"Roosevelt, UT","6,316","8,644,779",3.34,0.00,0.00
76285,"Rosamond, CA","17,538","14,540,089",5.61,"33,333",0.01
76339,"Roseburg, OR","43,484","53,236,303",20.55,"1,465,424",0.57
76447,"Roswell, NM","48,831","65,075,175",25.13,"143,362",0.06
76474,"Round Lake Beach--McHenry--Grayslake, IL--WI","261,835","330,515,051",127.61,"25,672,566",9.91
76501,"Roxboro, NC","9,500","20,973,653",8.10,"12,344",0.00
76528,"Roxborough Park, CO","9,090","9,914,675",3.83,0.00,0.00
76555,"Royse City, TX","13,922","15,887,851",6.13,"75,670",0.03
76636,"Ruidoso, NM","11,042","43,729,529",16.88,0.00,0.00
76690,"Rumford, ME","5,585","8,086,950",3.12,"245,874",0.09
76717,"Running Springs, CA","5,313","9,435,419",3.64,"23,184",0.01
76744,"Rupert, ID","6,534","7,150,532",2.76,"26,291",0.01
76798,"Rushville, IN","6,469","7,478,078",2.89,0.00,0.00
76852,"Russell, KS","4,066","5,903,534",2.28,0.00,0.00
76879,"Russells Point, OH","6,451","16,178,311",6.25,"99,691",0.04
76906,"Russellville, AL","9,939","17,999,410",6.95,"34,674",0.01
76933,"Russellville, AR","31,870","50,396,693",19.46,"10,932",0.00
76960,"Russellville, KY","6,641","17,371,567",6.71,"35,488",0.01
76987,"Ruston, LA","28,839","63,306,519",24.44,"143,866",0.06
77014,"Rutland, VT","19,550","35,557,929",13.73,"367,752",0.14
77068,"Sacramento, CA","1,946,618","1,211,031,346",467.58,"13,333,435",5.15
77095,"Safford, AZ","18,331","27,077,817",10.45,"7,239",0.00
77149,"Saginaw, MI","116,058","170,238,304",65.73,"3,242,027",1.25
77158,"Sahuarita, AZ","17,276","12,404,696",4.79,0.00,0.00
77176,"St. Albans, VT","11,368","20,634,347",7.97,"12,608",0.00
77230,"St. Augustine, FL","91,786","149,639,844",57.78,"9,012,339",3.48
77311,"St. Clair, MO","6,303","10,146,074",3.92,"329,722",0.13
77338,"St. Cloud, MN","117,638","139,781,775",53.97,"4,367,553",1.69
77365,"Ste. Genevieve, MO","4,988","8,125,643",3.14,"5,378",0.00
77392,"St. Francis, MN","6,157","10,135,954",3.91,"168,653",0.07
77446,"St. George, UT","134,109","158,058,286",61.03,"21,969",0.01
77473,"St. Helen, MI","2,522","9,038,323",3.49,"40,658",0.02
77500,"St. Helena, CA","6,086","11,647,885",4.50,"120,265",0.05
77527,"St. Helens, OR","19,112","24,547,839",9.48,"222,774",0.09
77554,"St. Ignace, MI","3,457","14,750,707",5.70,"77,944",0.03
77618,"St. James, NC","7,029","23,235,391",8.97,"13,259",0.01
77625,"St. James City, FL","2,055","5,037,962",1.95,"1,015,263",0.39
77662,"St. Johns, MI","8,370","12,682,997",4.90,"47,063",0.02
77689,"St. Johnsbury, VT","4,883","8,328,523",3.22,"225,342",0.09
77743,"St. Joseph, MO--KS","77,187","114,859,424",44.35,"1,124,845",0.43
77770,"St. Louis, MO--IL","2,156,323","2,357,846,658",910.37,"32,020,389",12.36
77824,"St. Martinville, LA","6,399","10,654,790",4.11,"149,407",0.06
77851,"St. Marys, OH","9,452","12,457,154",4.81,"59,290",0.02
77878,"St. Marys, PA","9,402","18,656,568",7.20,874,0.00
78013,"St. Peter, MN","12,145","12,983,113",5.01,0.00,0.00
78067,"Salamanca, NY","6,375","12,846,613",4.96,"477,359",0.18
78094,"Salem, IL","7,153","12,683,018",4.90,"167,909",0.06
78121,"Salem, IN","6,617","10,382,766",4.01,"7,271",0.00
78148,"Salem, MO","4,684","8,167,350",3.15,0.00,0.00
78175,"Salem, NJ","5,927","7,962,412",3.07,"177,232",0.07
78202,"Salem, OH","15,924","27,496,341",10.62,"15,590",0.01
78229,"Salem, OR","268,331","188,247,416",72.68,"176,238",0.07
78256,"Salida, CO","5,953","7,380,783",2.85,0.00,0.00
78283,"Salina, KS","46,547","58,340,373",22.53,"58,589",0.02
78310,"Salinas, CA","177,532","77,392,699",29.88,"101,332",0.04
78337,"Salinas--Coco, PR","13,938","13,362,231",5.16,"30,944",0.01
78364,"Salisbury, MD--DE","78,075","125,341,432",48.39,"4,258,719",1.64
78418,"Sallisaw, OK","7,513","14,075,536",5.43,"66,774",0.03
78499,"Salt Lake City, UT","1,178,533","778,073,097",300.42,"510,795",0.20
78553,"San Angelo, TX","99,982","127,600,935",49.27,"2,639,628",1.02
78580,"San Antonio, TX","1,992,689","1,588,802,530",613.44,"8,698,357",3.36
78634,"Sandersville, GA","7,097","21,537,788",8.32,"115,345",0.04
78661,"San Diego, CA","3,070,300","1,747,527,134",674.72,"37,840,003",14.61
78699,"San Diego Country Estates, CA","7,002","8,522,759",3.29,0.00,0.00
78715,"Sandpoint, ID","12,824","23,962,522",9.25,"372,879",0.14
78774,"Sandusky--Port Clinton, OH","61,743","139,336,526",53.80,"13,775,535",5.32
78823,"Sandy, OR","13,173","10,900,427",4.21,"2,984",0.00
78850,"Sanford, ME","15,067","15,481,402",5.98,"350,678",0.14
78877,"Sanford, NC","36,641","88,886,073",34.32,"2,215,929",0.86
78904,"San Francisco--Oakland, CA","3,515,933","1,330,727,047",513.80,"31,271,476",12.07
78931,"Sanger, CA","27,325","12,469,370",4.81,0.00,0.00
78958,"Sanger, TX","8,279","11,371,906",4.39,"57,008",0.02
78985,"San Germán--Cabo Rojo--Sabana Grande, PR","97,241","182,823,924",70.59,"1,496,050",0.58
79039,"San Jose, CA","1,837,446","739,386,477",285.48,"1,271,373",0.49
79093,"San Juan, PR","1,844,410","1,977,727,163",763.60,"23,788,757",9.18
79120,"San Luis, AZ","24,790","9,567,919",3.69,"54,603",0.02
79147,"San Luis Obispo, CA","56,904","36,537,326",14.11,"55,665",0.02
79201,"San Marcos, TX","70,801","63,296,277",24.44,"115,426",0.04
79282,"Santa Barbara, CA","202,197","141,962,041",54.81,"2,693,338",1.04
79309,"Santa Clarita, CA","278,031","201,619,528",77.85,"1,441,456",0.56
79336,"Santa Cruz, CA","169,038","156,565,432",60.45,"509,944",0.20
79363,"Santa Fe, NM","94,241","121,214,399",46.80,"205,406",0.08
79390,"Santa Isabel, PR","9,742","7,760,927",3.00,"11,547",0.00
79417,"Santa Maria, CA","143,609","70,087,992",27.06,"197,276",0.08
79444,"Santa Paula, CA","30,675","12,857,643",4.96,"10,736",0.00
79498,"Santa Rosa, CA","297,329","205,625,198",79.39,"470,825",0.18
79579,"Saranac Lake, NY","5,163","8,023,763",3.10,"668,094",0.26
79633,"Saratoga Springs, NY","75,684","143,950,664",55.58,"548,657",0.21
79687,"Sauk Centre, MN","4,849","12,200,881",4.71,"669,942",0.26
79714,"Sault Ste. Marie, MI","12,877","21,188,718",8.18,"200,900",0.08
79768,"Savannah, GA","309,466","533,142,236",205.85,"8,970,297",3.46
79795,"Savannah, MO","5,253","8,474,446",3.27,"22,313",0.01
79822,"Savannah, TN","8,828","23,021,406",8.89,340,0.00
79903,"Sayre--Waverly, PA--NY","17,262","20,702,672",7.99,"102,543",0.04
79917,"Scappoose, OR","9,652","14,996,854",5.79,"3,907",0.00
79957,"Schuyler, NE","6,522","6,639,609",2.56,"153,118",0.06
79973,"Schuylkill Haven--Orwigsburg, PA","14,265","26,583,395",10.26,"22,563",0.01
80038,"Scott City, MO","4,949","12,280,907",4.74,"2,613",0.00
80065,"Scottsbluff, NE","25,104","38,028,338",14.68,"409,822",0.16
80092,"Scottsboro, AL","10,791","31,970,898",12.34,0.00,0.00
80119,"Scottsburg, IN","7,578","12,545,467",4.84,"62,602",0.02
80173,"Scottsville, KY","4,637","12,362,421",4.77,"16,054",0.01
80227,"Scranton, PA","366,713","419,995,196",162.16,"8,627,792",3.33
80241,"Seabrook Island, SC","3,371","21,681,111",8.37,"756,252",0.29
80259,"Seaford--Laurel--Bridgeville, DE","29,147","61,081,401",23.58,"1,485,187",0.57
80281,"Sealy, TX","6,385","14,718,390",5.68,"160,229",0.06
80308,"Searcy, AR","26,652","55,270,493",21.34,"109,609",0.04
80335,"Seaside, OR","9,183","12,945,296",5.00,"173,105",0.07
80362,"Seaside--Monterey--Pacific Grove, CA","123,495","106,659,553",41.18,"551,582",0.21
80389,"Seattle--Tacoma, WA","3,544,011","2,544,707,994",982.52,"150,559,818",58.13
80405,"Sebastopol, CA","18,734","39,352,738",15.19,0.00,0.00
80416,"Sebring--Avon Park, FL","63,297","115,274,385",44.51,"10,360,203",4.00
80443,"Sedalia, MO","26,043","44,138,673",17.04,"188,349",0.07
80470,"Sedona, AZ","9,190","32,297,893",12.47,"60,707",0.02
80497,"Seguin, TX","28,998","51,794,885",20.00,"1,963,042",0.76
80524,"Selma, AL","21,207","47,365,604",18.29,"330,985",0.13
80551,"Selma, CA","32,546","23,643,888",9.13,0.00,0.00
80605,"Seminole, OK","6,283","13,916,132",5.37,0.00,0.00
80632,"Seminole, TX","7,068","8,746,908",3.38,0.00,0.00
80659,"Senatobia, MS","6,817","10,157,776",3.92,"120,368",0.05
80671,"Seneca, SC","23,105","80,399,807",31.04,"270,088",0.10
80686,"Sequim, WA","24,864","82,553,227",31.87,"1,509",0.00
80704,"Severance, CO","6,408","4,943,050",1.91,"166,186",0.06
80713,"Sevierville, TN","34,032","120,196,084",46.41,0.00,0.00
80767,"Seward, NE","7,473","8,945,137",3.45,"27,128",0.01
80794,"Seymour, IN","24,247","37,221,411",14.37,"75,722",0.03
80805,"Seymour, TN","15,219","35,922,050",13.87,"23,665",0.01
80929,"Shafter, CA","19,278","12,426,250",4.80,0.00,0.00
80985,"Shamokin--Mount Carmel, PA","28,461","20,341,308",7.85,"111,840",0.04
81020,"Sharon--Hermitage, PA--OH","42,169","72,936,733",28.16,"49,661",0.02
81064,"Shawano, WI","12,229","27,745,399",10.71,"1,051,137",0.41
81091,"Shawnee, OK","34,245","48,944,793",18.90,"56,876",0.02
81118,"Sheboygan, WI","74,369","91,450,590",35.31,"1,093,257",0.42
81199,"Shelby, NC","25,955","65,976,657",25.47,"56,266",0.02
81226,"Shelby, OH","9,317","12,973,814",5.01,"159,653",0.06
81253,"Shelbyville, IL","4,872","8,036,531",3.10,0.00,0.00
81280,"Shelbyville, IN","21,208","25,028,567",9.66,"265,011",0.10
81307,"Shelbyville, KY","23,143","29,748,681",11.49,"375,884",0.15
81334,"Shelbyville, TN","22,552","34,096,941",13.16,0.00,0.00
81361,"Sheldon, IA","5,381","7,302,610",2.82,0.00,0.00
81388,"Shelley, ID","5,109","5,622,978",2.17,0.00,0.00
81415,"Shelton, WA","14,907","30,265,100",11.69,"402,341",0.16
81442,"Shenandoah, IA","4,872","7,743,086",2.99,0.00,0.00
81472,"Shenandoah--Frackville, PA","12,025","7,587,731",2.93,"168,615",0.07
81523,"Sheridan, AR","4,710","11,669,141",4.51,0.00,0.00
81577,"Sheridan, OR","6,464","4,494,401",1.74,0.00,0.00
81604,"Sheridan, WY","19,430","33,639,155",12.99,"49,823",0.02
81631,"Sherman--Denison, TX","66,691","99,698,210",38.49,"309,737",0.12
81642,"Shinnston, WV","4,361","10,248,114",3.96,"155,972",0.06
81658,"Shippensburg, PA","17,014","25,522,165",9.85,"85,190",0.03
81685,"Shiprock, NM","6,190","13,529,547",5.22,"136,249",0.05
81712,"Show Low, AZ","12,173","32,635,191",12.60,0.00,0.00
81739,"Shreveport, LA","288,052","468,381,155",180.84,"6,661,335",2.57
81793,"Sidney, MT","6,522","18,219,286",7.03,0.00,0.00
81820,"Sidney, NE","6,232","11,493,826",4.44,680,0.00
81847,"Sidney, NY","4,247","7,290,603",2.81,"7,950",0.00
81874,"Sidney, OH","20,734","27,091,529",10.46,"274,031",0.11
81901,"Sierra Vista, AZ","54,274","73,252,360",28.28,"35,908",0.01
81928,"Sikeston, MO","17,683","34,053,505",13.15,"35,951",0.01
81955,"Siler City, NC","8,616","13,376,176",5.16,"37,820",0.01
81982,"Siloam Springs, AR--OK","18,027","24,637,357",9.51,"189,654",0.07
82009,"Silsbee, TX","9,234","31,325,736",12.09,"183,333",0.07
82036,"Silver City, NM","11,817","27,849,226",10.75,"57,914",0.02
82063,"Silver Creek, NY","3,566","6,375,508",2.46,"6,643",0.00
82076,"Silver Lakes, CA","5,908","5,485,415",2.12,"1,031,337",0.40
82090,"Silverthorne--Keystone, CO","13,867","28,813,972",11.13,"258,421",0.10
82117,"Silverton, OR","10,909","9,500,499",3.67,"42,776",0.02
82144,"Simi Valley, CA","127,364","81,914,688",31.63,"1,818,681",0.70
82171,"Sinton, TX","5,661","6,005,422",2.32,0.00,0.00
82198,"Sioux Center, IA","8,222","14,427,717",5.57,0.00,0.00
82225,"Sioux City, IA--NE--SD","113,066","142,539,898",55.03,"2,478,312",0.96
82252,"Sioux Falls, SD","194,283","175,859,060",67.90,"1,084,142",0.42
82306,"Sitka, AK","7,668","17,077,399",6.59,"3,677,390",1.42
82360,"Skiatook, OK","7,342","10,750,011",4.15,"89,036",0.03
82387,"Skowhegan, ME","4,795","7,583,179",2.93,"15,925",0.01
82401,"Slatington, PA","8,362","10,035,771",3.87,"48,102",0.02
82414,"Slaton, TX","5,678","7,125,449",2.75,"30,586",0.01
82468,"Slidell, LA","91,587","136,057,723",52.53,"8,337,825",3.22
82495,"Slippery Rock, PA","7,226","11,725,511",4.53,"13,191",0.01
82522,"Smithfield, NC","21,921","44,054,891",17.01,"103,547",0.04
82549,"Smithfield, VA","9,725","18,439,296",7.12,"219,477",0.08
82603,"Smithville, TN","4,825","10,351,594",4.00,0.00,0.00
82641,"Smithville, MO","9,684","17,724,419",6.84,"195,667",0.08
82675,"Snoqualmie, WA","17,070","17,595,050",6.79,"196,314",0.08
82684,"Snowflake, AZ","5,342","9,831,498",3.80,0.00,0.00
82701,"Snowmass Village, CO","2,392","5,796,956",2.24,0.00,0.00
82711,"Snyder, TX","11,547","18,641,089",7.20,"58,466",0.02
82738,"Socorro, NM","8,122","14,035,798",5.42,0.00,0.00
82819,"Soldotna, AK","4,646","13,119,349",5.07,"7,710",0.00
82846,"Soledad, CA","18,946","6,264,829",2.42,"5,945",0.00
82873,"Solvang--Santa Ynez, CA","10,295","14,194,592",5.48,"19,164",0.01
82900,"Somerset, KY","30,832","100,734,842",38.89,"1,291,365",0.50
82927,"Somerset, PA","10,098","17,897,695",6.91,0.00,0.00
82981,"Somerton, AZ","13,847","5,246,042",2.03,"8,514",0.00
83008,"Sonoma, CA","31,479","36,481,225",14.09,0.00,0.00
83073,"Sonora--Twain Harte, CA","29,013","75,345,224",29.09,"541,990",0.21
83080,"Sonterra, TX","9,024","8,032,771",3.10,"25,107",0.01
83116,"South Bend, IN--MI","278,921","383,126,435",147.93,"7,982,775",3.08
83129,"South Berwick, ME--NH","5,584","10,883,580",4.20,"442,577",0.17
83143,"South Boston, VA","7,413","15,997,791",6.18,"85,513",0.03
83160,"Southbridge Town, MA","20,789","29,862,528",11.53,"947,681",0.37
83251,"South Haven, MI","6,357","24,302,580",9.38,"283,534",0.11
83278,"South Hill, VA","5,076","16,117,341",6.22,"69,260",0.03
83305,"South Lake Tahoe, CA--NV","31,363","50,321,995",19.43,"1,019,628",0.39
83332,"South Lyon--Hamburg--Genoa, MI","145,963","309,518,775",119.51,"25,906,977",10.00
83368,"South Paris, ME","4,371","10,521,543",4.06,"220,651",0.09
83377,"South Pittsburg--Bridgeport, TN--AL","4,687","14,306,706",5.52,0.00,0.00
83480,"Sparta, MI","5,630","11,121,921",4.29,"25,132",0.01
83494,"Sparta, TN","5,691","18,510,542",7.15,0.00,0.00
83521,"Sparta, WI","10,185","13,477,187",5.20,"1,191",0.00
83548,"Spartanburg, SC","196,943","468,778,791",181.00,"3,887,516",1.50
83575,"Spearfish, SD","13,206","20,394,569",7.87,0.00,0.00
83629,"Spencer, IA","10,967","15,862,131",6.12,"135,132",0.05
83641,"Spencer, MA","8,196","13,412,859",5.18,"1,395,663",0.54
83683,"Spicer--New London, MN","3,358","11,102,999",4.29,"4,773,259",1.84
83710,"Spirit Lake, IA","12,956","38,471,381",14.85,"4,300,231",1.66
83764,"Spokane, WA","447,279","444,630,903",171.67,"5,699,580",2.20
83818,"Spout Springs, NC","18,281","32,803,516",12.67,"1,271,149",0.49
83899,"Springfield, IL","159,265","211,702,388",81.74,"626,358",0.24
83926,"Springfield, MA--CT","442,145","522,574,324",201.77,"17,004,323",6.57
83953,"Springfield, MO","282,651","347,924,580",134.33,"274,823",0.11
83980,"Springfield, OH","82,369","116,751,735",45.08,"171,686",0.07
83993,"Springfield, TN","18,430","23,208,804",8.96,0.00,0.00
84007,"Springfield, VT","5,140","11,267,289",4.35,"278,180",0.11
